date,campaign_id,creative_id,impressions,clicks,conversions,spend,revenue,currency
2026-07-08,C002,K005,2851,142,9,159.16,535.3,USD
2026-07-21,C012,K028,1019,37,2,4384.87,8438.0,INR
2026-06-11,C001,K001,715,39,2,3959.17,9493.99,INR
2026-07-24,C002,K004,1524,82,3,100.06,284.72,USD
2026-07-10,C014,K031,5384,63,1,2549.61,3915.12,INR
2026-06-08,C002,K004,1450,61,2,85.93,212.99,USD
2026-06-24,C099,K020,26606,190,1,4165.49,1703.32,INR
2026-06-27,C012,K028,746,34,2,3653.33,6911.86,INR
2026-06-27,C008,K020,27921,159,1,3854.55,1001.36,INR
2026-07-08,C013,K030,43835,286,4,98.98,75.54,USD
2026-06-24,C009,K021,7425,78,1,4095.99,6589.59,INR
2026-06-17,C001,K001,730,37,2,3625.63,9895.62,INR
2026-06-22,C011,K025,2587,13,0,67.23,0.0,USD
2026-07-02,C008,K020,19130,140,0,3891.94,0.0,INR
2026-07-03,C013,K030,58524,341,4,93.79,79.64,USD
2026-06-25,C014,K031,7319,72,2,2997.26,8567.29,INR
2026-07-28,C004,K011,15794,212,4,125.64,189.58,USD
2026-07-15,C003,K008,8670,104,3,5261.41,16832.48,INR
2026-07-09,C009,K021,5883,66,1,3606.73,8251.21,INR
2026-08-14,C004,K010,22161,220,4,114.79,139.17,USD
2026-09-01,C002,K006,2539,122,4,159.35,486.64,USD
2026-06-12,C008,K020,20415,151,0,3514.51,0.0,INR
2026-08-14,C004,K009,13547,138,3,81.45,80.59,USD
2026-07-12,C002,K005,2386,121,5,159.83,453.79,USD
2026-07-04,C011,K026,791,5,0,26.22,0.0,USD
2026-07-16,C008,K020,26025,143,0,3314.26,0.0,INR
2026-07-12,C004,K010,16331,228,4,107.8,183.74,USD
2026-08-27,C011,K025,2382,16,0,62.93,0.0,USD
2026-07-10,C009,K021,5506,78,2,3374.34,4738.0,INR
2026-08-05,C007,K017,4857,34,1,147.42,60.08,USD
2026-07-07,C005,K013,16541,192,4,8113.55,9060.96,INR
2026-06-26,C002,K006,2644,106,5,130.49,568.78,USD
2026-06-17,C012,K028,976,49,3,4555.32,4030.41,INR
2026-08-27,C007,K017,5482,28,1,128.59,81.54,USD
2026-07-18,C003,K008,10947,157,4,6466.53,18364.83,INR
2026-08-14,C002,K006,2574,107,6,143.69,420.38,USD
2026-08-21,C002,K006,3206,124,7,164.27,391.89,USD
2026-09-03,C002,K006,2262,100,7,126.6,541.24,USD
2026-08-08,C004,K009,14755,165,4,86.3,157.64,USD
2026-08-04,C008,K019,23271,145,1,3350.42,894.02,INR
2026-08-31,C013,K029,52376,297,2,91.17,122.35,USD
2026-08-10,C012,K028,586,33,2,3617.73,7079.65,INR
2026-08-15,C005,K013,10054,142,2,7431.51,10249.95,INR
2026-08-31,C008,K019,24474,146,0,3234.76,0.0,INR
2026-07-12,C012,K027,806,35,2,3798.28,3464.79,INR
2026-08-13,C004,K011,17442,201,6,108.15,161.02,USD
2026-06-27,C007,K017,3161,16,1,72.81,38.86,USD
2026-07-07,C001,K002,784,37,1,4206.67,13015.81,INR
2026-06-22,C007,K018,4847,27,1,110.31,39.51,USD
2026-07-13,C001,K003,980,50,2,5223.26,14468.32,INR
2026-08-07,C004,K010,24977,260,7,123.54,231.4,USD
2026-07-31,C008,K020,28265,160,0,4248.62,0.0,INR
2026-07-27,C003,K007,12181,131,3,6812.8,15615.01,INR
2026-06-22,C001,K001,1064,45,2,4105.17,12978.73,INR
2026-07-03,C004,K010,15367,206,6,105.54,213.54,USD
2026-08-18,C003,K007,10837,139,4,6277.89,13969.22,INR
2026-06-25,C008,K019,24970,131,0,3282.54,0.0,INR
2026-06-27,C007,K018,1863,13,1,57.0,15.72,USD
2026-08-05,C014,K032,7223,71,1,3520.96,8695.94,INR
2026-08-02,C007,K018,2334,14,0,53.3,0.0,USD
2026-08-15,C014,K032,7014,91,2,4358.5,10355.06,INR
2026-08-15,C001,K001,857,44,2,4937.25,22207.73,INR
2026-07-04,C014,K032,4378,63,1,3191.02,9427.47,INR
2026-08-31,C010,K024,484,18,1,21.52,10.93,USD
2026-07-07,C008,K019,28901,157,1,3719.35,1576.96,INR
2026-07-03,C014,K031,4434,56,1,2762.9,7413.79,INR
2026-08-01,C009,K021,9325,116,3,5173.75,7213.73,INR
2026-08-18,C001,K001,1031,43,2,4470.29,11721.58,INR
2026-06-27,C002,K006,2237,107,4,150.26,632.71,USD
2026-08-22,C007,K017,3141,20,0,79.7,0.0,USD
2026-08-27,C007,K018,5069,24,1,110.04,42.7,USD
2026-06-22,C002,K004,1675,70,3,83.68,195.43,USD
2026-08-24,C007,K018,3924,27,1,107.37,58.27,USD
2026-07-04,C011,K025,1059,6,0,30.15,0.0,USD
06/08/2026,C001,K003,1220,65,3,5651.87,14903.23,INR
2026-07-03,C008,K020,25385,165,1,3960.81,1383.1,INR
2026-06-08,C001,K001,1006,44,2,4056.0,16493.76,INR
2026-09-02,C004,K010,25799,288,4,136.85,180.44,USD
2026-08-29,C006,K016,45797,338,0,95.11,0.0,USD
2026-08-26,C006,K016,41102,255,0,65.62,0.0,USD
2026-06-11,C004,K009,13196,127,3,76.44,130.3,USD
2026-07-12,C014,K031,5888,68,1,3651.66,6811.24,INR
2026-06-30,C001,K003,1110,45,2,5113.8,20315.6,INR
2026-07-06,C002,K006,2268,95,5,111.87,597.4,USD
2026-07-07,C013,K030,61981,345,3,114.18,134.28,USD
2026-06-13,C004,K011,13918,170,5,102.18,121.78,USD
2026-08-13,C001,K003,782,42,3,4636.89,19382.46,INR
2026-08-23,C007,K018,1964,12,0,49.86,0.0,USD
2026-08-11,C006,K015,34048,227,0,71.2,0.0,USD
2026-09-03,C003,K007,13293,147,3,6237.71,21457.51,INR
2026-09-01,C007,K017,5082,32,1,155.81,55.2,USD
2026-07-30,C014,K032,4804,66,1,3506.73,10662.83,INR
2026-08-14,C014,K032,6787,82,2,3971.74,10931.3,INR
2026-08-13,C003,K007,11578,168,4,6759.14,18575.44,INR
2026-08-24,C008,K019,19364,139,0,3171.79,0.0,INR
2026-09-02,C001,K002,786,42,2,4157.25,16710.43,INR
2026-07-01,C004,K009,9561,129,3,72.14,116.66,USD
2026-06-27,C013,K030,81268,396,4,118.25,112.64,USD
2026-08-13,C011,K025,2970,16,0,73.82,0.0,USD
2026-06-14,C008,K020,26845,180,1,3890.56,,INR
2026-08-19,C002,K006,2498,112,5,135.61,341.8,USD
2026-08-27,C005,K013,12359,139,3,7186.39,8932.44,INR
2026-06-23,C012,K027,1131,43,2,3800.45,3665.13,INR
2026-08-11,C013,K029,35596,266,2,82.06,72.26,USD
2026-07-31,C002,K004,1426,71,3,85.08,325.33,USD
2026-06-18,C004,K011,13063,193,4,109.24,202.03,USD
2026-06-14,C002,K004,1755,65,4,89.13,392.01,USD
2026-06-24,C002,K006,1639,89,4,120.53,604.43,USD
2026-08-29,C003,K008,8968,110,2,5859.67,10620.72,INR
2026-08-27,C008,K019,27234,141,0,3461.32,0.0,INR
2026-06-11,C003,K008,9041,118,3,5345.84,18079.78,INR
2026-06-22,C002,K006,2733,126,5,141.66,620.42,USD
2026-06-17,C009,K021,5925,67,2,3553.74,5316.98,INR
2026-09-01,C002,K005,3001,112,6,147.61,460.58,USD
2026-08-21,C012,K028,1141,49,2,4813.08,9263.7,INR
2026-07-15,C009,K022,9776,105,2,5399.3,7928.64,INR
2026-06-09,C004,K010,22273,229,6,133.64,173.4,USD
2026-06-27,C003,K008,9854,116,3,4583.65,14191.75,INR
2026-08-12,C004,K011,24514,281,6,138.44,176.86,USD
2026-08-10,C011,K025,2922,15,0,67.22,0.0,USD
2026-08-01,C006,K016,42167,289,0,78.79,0.0,USD
2026-08-10,C008,K019,17480,123,0,3277.0,0.0,INR
2026-08-02,C006,K015,39024,210,0,72.62,0.0,USD
2026-09-01,C006,K016,27438,202,0,70.75,0.0,USD
2026-06-19,C004,K011,16677,244,4,114.54,209.35,USD
2026-07-08,C001,K002,879,34,2,3654.9,10829.48,INR
2026-08-19,C004,K010,12226,173,5,109.58,139.39,USD
2026-07-17,C004,K009,12711,181,4,94.28,215.41,USD
2026-06-23,C013,K029,29995,208,2,71.0,88.46,USD
2026-07-09,C008,K019,27081,164,1,3919.86,1139.14,INR
2026-08-06,C002,K005,3440,143,9,151.17,481.43,USD
2026-08-05,C011,K025,2032,14,0,54.21,,USD
2026-08-31,C003,K008,10709,115,2,6017.52,18224.13,INR
2026-07-27,C006,K016,35417,245,0,67.88,0.0,USD
2026-07-06,C014,K032,5059,70,1,3541.85,10340.03,INR
2026-06-12,C009,K022,7647,112,2,4993.95,10881.94,INR
2026-06-28,C011,K026,1115,6,0,31.23,0.0,USD
2026-07-16,C013,K029,36335,267,2,78.08,81.53,USD
2026-07-31,C008,K019,18046,134,0,3102.96,0.0,INR
2026-08-05,C001,K003,823,44,2,4726.89,11780.88,INR
2026-07-28,C013,K030,51470,365,5,100.83,113.66,USD
2026-08-25,C006,K015,29831,189,0,56.56,0.0,USD
2026-08-31,C002,K005,2131,106,4,135.03,348.09,USD
2026-07-14,C001,K002,731,35,2,3807.03,9015.25,INR
2026-07-16,C003,K008,6748,90,2,4421.62,9662.21,INR
2026-06-28,C001,K002,856,33,2,3734.95,11299.17,INR
2026-08-16,C008,K019,17160,122,0,3502.49,0.0,INR
2026-07-06,C001,K003,1103,54,2,5158.16,18860.43,INR
2026-07-15,C001,K003,1126,44,3,4862.99,16527.74,INR
2026-06-18,C001,K003,775,43,2,4418.9,8910.16,INR
2026-08-26,C004,K010,17316,210,4,120.05,118.06,USD
2026-07-04,C005,K012,13472,189,3,8223.35,8150.98,INR
2026-07-01,C012,K028,896,49,2,4745.61,8926.08,INR
2026-08-15,C007,K018,2634,16,0,63.61,0.0,USD
2026-08-26,C003,K008,7675,104,3,4488.37,6909.3,INR
2026-08-03,C009,K022,8802,115,2,5586.61,11021.52,INR
2026-07-17,C012,K027,1049,40,2,3818.26,7440.73,INR
2026-08-09,C009,K022,11412,148,2,6598.21,12408.24,INR
2026-06-29,C008,K020,21384,129,0,3808.91,0.0,INR
2026-06-13,C011,K026,1075,5,0,23.72,0.06,USD
2026-08-11,C004,K009,11729,149,3,87.85,132.05,USD
2026-06-19,C004,K010,14579,178,3,100.18,178.1,USD
2026-06-21,C001,K001,844,45,2,4325.16,17657.29,INR
2026-08-02,C003,K008,8606,119,3,6302.17,10319.65,INR
2026-06-23,C004,K010,16065,227,5,129.23,297.06,USD
2026-08-03,C007,K017,4389,32,1,168.83,57.3,USD
2026-07-27,C008,K020,24807,144,0,3567.13,0.0,INR
2026-06-17,C003,K007,9631,112,2,5253.23,9267.86,INR
2026-07-18,C013,K030,40414,270,3,94.33,70.36,USD
2026-07-12,C008,K019,22115,163,1,3883.61,877.21,INR
2026-08-23,C001,K002,1099,54,2,5245.78,,INR
2026-06-25,C003,K008,8750,109,3,5533.67,18509.07,INR
2026-06-30,C099,K029,59776,299,2,76.92,53.54,USD
2026-07-12,C011,K025,1427,8,0,30.48,0.0,USD
2026-09-03,C002,K004,2421,99,5,102.42,563.18,USD
2026-07-11,C004,K011,14303,207,6,133.21,243.8,USD
2026-07-29,C011,K026,2618,17,0,66.92,0.0,USD
2026-06-28,C008,K019,22892,151,1,3662.61,1326.37,INR
2026-07-18,C001,K002,824,37,2,4396.15,8545.86,INR
2026-07-04,C006,K016,53529,317,0,91.98,0.0,USD
2026-06-10,C009,K021,5922,84,1,4115.25,10361.41,INR
2026-07-14,C008,K020,20527,135,1,3393.29,931.64,INR
2026-06-22,C009,K022,7608,91,2,4608.75,6919.9,INR
2026-08-21,C003,K008,7339,110,3,4999.6,8095.15,INR
2026-06-24,C009,K022,8915,108,3,4503.36,12008.71,INR
2026-07-05,C001,K002,1232,46,3,5065.94,13541.96,INR
2026-07-02,C005,K012,15055,175,4,7261.09,10176.07,INR
2026-08-06,C014,K032,5488,76,2,3163.6,9135.51,INR
2026-08-16,C004,K011,23899,292,5,148.7,263.16,USD
2026-08-19,C003,K008,8118,93,3,4951.41,7480.36,INR
2026-08-22,C003,K007,10354,145,2,6387.38,19455.99,INR
2026-08-29,C001,K001,1042,50,2,4774.45,14099.93,INR
2026-07-24,C011,K026,2329,12,0,58.2,0.0,USD
2026-07-10,C002,K006,2345,95,5,121.28,323.85,USD
2026-07-09,C004,K011,16546,228,4,131.57,238.01,USD
2026-07-28,C011,K026,2776,15,0,57.18,0.0,USD
2026-06-15,C008,K020,30075,147,0,3329.83,0.0,INR
2026-08-08,C002,K004,1656,63,3,86.18,257.08,USD
2026-06-18,C008,K019,26804,141,0,3601.12,0.0,INR
2026-06-24,C014,K031,5753,77,1,3329.48,9093.22,INR
2026-08-22,C004,K011,14259,187,5,117.74,166.31,USD
2026-07-11,C008,K019,23703,141,0,3560.37,0.0,INR
2026-06-30,C002,K004,1632,86,4,88.73,370.51,USD
2026-07-02,C004,K009,11763,126,2,76.76,166.06,USD
2026-06-19,C009,K021,4287,62,1,3220.71,8002.39,INR
2026-08-14,C006,K016,32623,225,0,70.95,0.0,USD
2026-08-24,C011,K026,2128,16,0,69.88,0.0,USD
2026-06-08,C012,K027,748,35,2,3480.97,4288.61,USD
2026-07-02,C011,K025,1964,10,0,52.57,0.0,USD
2026-08-14,C011,K026,2171,13,0,66.54,0.0,USD
2026-08-21,C006,K016,38469,251,0,73.55,0.0,USD
2026-06-18,C012,K027,1135,53,3,4614.29,4466.81,INR
2026-07-10,C014,K032,5819,74,1,3142.71,6846.77,INR
2026-06-21,C003,K008,11116,123,3,5459.64,18154.1,INR
2026-08-18,C007,K018,4613,24,1,106.61,45.17,USD
2026-07-09,C006,K016,36195,218,0,68.98,0.0,USD
2026-07-08,C011,K025,1664,11,0,53.19,0.0,USD
2026-07-29,C002,K006,3021,144,6,157.2,649.56,USD
2026-08-14,C005,K013,12753,176,4,8033.26,12016.4,INR
2026-08-31,C011,K026,2775,18,0,69.69,0.0,USD
2026-08-10,C005,K012,16640,202,4,8845.78,6931.42,INR
2026-07-24,C009,K021,6218,85,2,3445.23,7652.22,INR
2026-07-03,C006,K015,35099,196,0,67.92,0.0,USD
2026-06-23,C004,K009,9925,119,2,74.45,146.22,USD
2026-08-02,C003,K007,7238,108,3,5522.6,8715.5,INR
2026-07-03,C007,K018,4291,21,1,99.3,38.61,USD
2026-08-11,C007,K018,5446,30,1,117.96,43.01,USD
2026-08-31,C005,K013,11535,165,4,7124.89,4914.71,INR
2026-07-02,C006,K015,42960,253,0,67.79,0.0,USD
2026-07-26,C007,K018,1408,10,0,53.04,0.0,USD
2026-08-09,C005,K014,14464,158,4,47424.195,9175.753999999999,INR
2026-08-03,C012,K028,817,39,1,4149.88,6265.85,INR
2026-08-24,C004,K009,13248,192,6,98.62,166.91,USD
2026-07-31,C006,K016,40188,276,0,76.6,0.0,USD
2026-06-19,C011,K026,2503,15,0,61.4,0.0,USD
2026-09-02,C004,K011,19400,255,7,120.5,225.12,USD
2026-06-11,C001,K003,1281,53,3,5473.47,19379.04,INR
2026-07-27,C013,K030,41692,289,3,98.27,99.92,USD
2026-07-18,C006,K016,54302,330,0,93.24,0.0,USD
2026-07-29,C001,K003,1186,49,3,4592.05,10907.27,INR
2026-07-31,C014,K031,5053,74,2,3389.72,6517.61,INR
2026-08-28,C004,K010,20926,257,7,140.2,224.66,USD
2026-08-12,C006,K016,44201,288,0,75.98,0.0,USD
2026-07-30,C009,K021,10409,107,3,4664.2,9840.06,INR
2026-08-17,C012,K027,810,44,2,3930.74,7925.01,INR
2026-07-14,C009,K022,8550,116,2,5552.65,9364.6,INR
2026-06-14,C012,K028,821,41,3,4801.92,6882.51,INR
2026-08-25,C012,K028,893,44,3,4395.35,4782.2,INR
2026-08-03,C009,K021,10261,100,2,4684.32,10454.5,INR
2026-08-30,C002,K004,1374,77,4,88.12,378.63,USD
2026-08-13,C009,K022,8662,129,2,5573.25,9715.1,INR
2026-08-05,C003,K007,10007,149,4,5919.29,17715.65,INR
2026-06-08,C003,K008,6834,103,2,5548.69,8588.47,INR
2026-07-16,C004,K009,9994,126,2,78.15,96.57,USD
2026-07-24,C007,K017,4192,27,1,126.01,66.59,USD
2026-07-22,C002,K005,2509,138,7,157.64,793.67,USD
2026-06-16,C013,K029,52376,303,3,81.71,56.96,USD
2026-08-15,C003,K008,10857,144,3,5876.21,15098.84,INR
2026-06-20,C001,K002,761,35,2,4118.28,13408.14,INR
2026-09-01,C004,K010,25975,282,7,145.04,171.83,USD
2026-08-17,C006,K015,32746,167,0,57.0,0.0,USD
2026-06-26,C012,K027,1038,38,2,4142.35,7313.67,INR
2026-06-30,C099,K032,5659,77,2,3617.58,10049.27,INR
2026-07-16,C008,K019,29655,143,0,3507.83,0.0,INR
2026-09-02,C008,K019,20474,135,1,3671.26,971.35,INR
2026-08-10,C001,K003,968,52,2,5690.47,23908.59,INR
2026-08-30,C004,K010,22171,240,4,135.01,287.94,USD
2026-06-08,C007,K017,5064,31,1,156.77,86.57,USD
2026-06-29,C009,K021,6922,100,2,4490.17,11945.11,INR
2026-06-14,C011,K025,1115,6,0,32.15,0.0,USD
2026-08-04,C002,K006,2803,136,7,148.22,698.21,USD
2026-08-14,C009,K022,7469,90,2,4870.87,7310.25,INR
2026-06-30,C003,K008,11093,118,3,5634.91,15971.57,INR
2026-07-10,C007,K017,3425,24,1,126.89,37.99,USD
2026-07-17,C005,K013,16669,217,3,8619.31,6125.71,INR
2026-08-09,C004,K010,19247,196,6,124.75,212.81,USD
2026-07-05,C001,K003,934,45,2,4794.54,19830.14,INR
2026-07-12,C012,K028,1099,57,2,5083.63,6833.89,INR
2026-06-30,C004,K009,12480,161,3,88.98,94.1,USD
2026-08-18,C011,K026,2226,14,0,56.57,0.0,USD
2026-09-02,C005,K013,18846,192,5,8598.86,13658.04,INR
2026-07-09,C012,K028,659,31,2,3567.29,6861.83,INR
2026-07-25,C011,K026,1029,5,0,27.88,0.0,USD
2026-08-12,C013,K030,56341,322,3,94.47,135.59,USD
2026-08-01,C006,K015,24366,181,0,63.59,0.0,USD
2026-08-11,C003,K007,12720,129,2,5390.24,15799.5,INR
2026-06-16,C003,K007,13240,133,2,6253.21,13784.11,INR
2026-08-11,C006,K016,37401,234,0,65.29,0.0,USD
2026-07-16,C003,K007,13551,150,3,6175.85,13877.93,INR
2026-08-16,C005,K014,12764,172,3,7682.1,7703.51,INR
2026-08-17,C011,K025,2819,15,0,74.74,0.0,USD
2026-09-02,C002,K006,3430,131,5,138.57,661.83,USD
2026-06-28,C003,K007,8411,126,2,5954.61,8618.84,INR
2026-07-23,C012,K027,980,52,3,4556.05,3948.44,INR
2026-09-01,C014,K031,8465,85,2,3463.09,10334.61,INR
2026-06-29,C002,K004,1154,63,4,83.69,221.14,USD
2026-06-12,C004,K011,13141,166,4,91.45,136.7,USD
2026-07-14,C003,K007,8515,109,3,5323.08,15539.56,INR
2026-07-12,C005,K014,16273,199,5,8290.82,12466.9,INR
2026-06-11,C002,K004,1090,59,2,72.69,196.88,USD
2026-06-20,C011,K026,797,6,0,30.84,0.0,USD
2026-06-20,C012,K027,1051,40,1,4642.04,8849.29,INR
2026-08-03,C011,K025,2520,14,0,69.6,0.0,USD
2026-06-29,C014,K032,3944,52,1,2786.67,5734.6,INR
2026-08-20,C014,K031,5340,64,1,2614.21,6456.63,INR
2026-06-19,C001,K001,1271,49,2,4676.43,14934.36,INR
2026-07-21,C005,K013,12185,140,3,6434.74,8749.15,INR
2026-07-15,C008,K020,30033,149,0,4331.75,0.0,INR
2026-08-20,C012,K028,1282,48,3,4992.92,4356.89,INR
2026-08-16,C003,K008,8445,122,2,6050.4,20283.0,INR
2026-06-13,C003,K008,8575,105,3,5537.56,12066.93,INR
2026-08-30,C007,K018,1382,10,0,50.58,0.0,USD
2026-08-23,C013,K030,46680,317,4,104.05,138.74,USD
2026-06-16,C001,K002,1068,39,2,3464.28,15692.09,INR
2026-09-02,C011,K025,2409,13,0,60.05,0.0,USD
2026-08-06,C001,K001,1089,39,2,4233.84,10279.09,INR
2026-07-29,C008,K020,23243,120,0,3356.42,0.0,INR
2026-07-01,C004,K011,16420,225,5,128.52,228.09,USD
2026-08-23,C004,K009,10745,129,3,82.55,144.45,USD
2026-08-16,C011,K025,944,7,0,27.47,0.0,USD
2026-06-29,C003,K007,14760,155,3,6384.31,19974.02,INR
2026-07-23,C013,K029,36781,269,3,81.02,101.04,USD
2026-06-26,C007,K018,3419,21,1,103.98,36.34,USD
2026-06-18,C012,K028,987,39,2,4425.22,7610.53,INR
2026-08-20,C013,K030,60629,367,3,112.63,91.88,USD
2026-08-24,C003,K007,9789,133,3,5310.34,18295.75,INR
2026-07-01,C014,K032,6370,72,1,2960.38,8275.88,INR
2026-07-23,C004,K010,13142,193,4,119.15,221.91,USD
2026-07-12,C002,K006,2781,128,6,154.74,830.77,USD
2026-07-21,C002,K006,1998,104,5,128.58,361.8,USD
2026-08-17,C003,K008,8586,122,3,5821.21,12094.63,INR
2026-07-12,C004,K011,27738,274,5,139.04,201.41,USD
2026-07-15,C013,K030,47412,265,4,87.06,61.97,USD
2026-08-30,C012,K027,1014,49,2,4433.72,7456.25,INR
2026-07-17,C001,K002,803,43,2,4437.42,13185.52,INR
2026-08-17,C001,K003,1683,61,4,5802.97,21808.77,INR
2026-08-28,C014,K032,7200,78,1,3627.94,6091.13,INR
2026-08-26,C008,K019,23131,168,1,3633.09,1553.31,INR
2026-07-05,C004,K011,13236,196,5,119.13,263.63,USD
2026-07-18,C012,K027,937,39,1,4188.65,4674.03,INR
2026-06-17,C002,K004,1530,78,3,85.81,361.58,USD
2026-08-02,C011,K026,1141,7,0,26.38,0.0,USD
2026-08-15,C011,K025,1120,7,0,27.74,0.0,USD
2026-07-05,C003,K007,12037,116,3,6119.17,19139.72,INR
2026-06-28,C004,K009,16027,178,5,98.65,114.97,USD
2026-07-30,C013,K030,47653,282,2,91.86,68.88,USD
2026-07-30,C013,K029,46042,221,3,77.78,84.11,USD
2026-08-28,C013,K029,46592,312,3,89.5,119.14,USD
2026-08-06,C008,K020,22330,123,0,3428.42,0.0,INR
2026-08-18,C014,K031,4766,60,2,2640.64,4706.03,INR
2026-08-12,C012,K027,1178,48,3,4254.42,7133.81,INR
2026-08-09,C005,K012,18035,233,4,63013.665,9118.032,INR
2026-06-21,C003,K007,8686,113,3,5909.03,9316.05,INR
2026-06-24,C013,K030,54005,334,4,95.71,137.44,USD
2026-07-15,C005,K012,11427,167,5,8155.2,12229.49,INR
2026-08-14,C009,K021,6234,87,1,3953.9,10132.36,INR
2026-08-28,C003,K008,8550,115,2,4753.55,13286.75,INR
2026-08-10,C004,K010,18848,282,7,146.07,154.25,USD
2026-06-16,C011,K025,2131,14,0,69.27,0.0,USD
2026-08-27,C012,K027,1091,44,3,4464.58,4244.22,INR
2026-08-04,C004,K009,9083,133,4,84.35,182.95,USD
2026-07-04,C001,K003,940,44,3,4880.5,18046.43,INR
2026-08-19,C012,K028,707,35,2,3847.6,5949.86,INR
2026-07-01,C013,K030,65127,313,2,95.45,82.62,USD
2026-07-16,C014,K031,5006,66,1,3033.89,8113.66,INR
2026-07-27,C006,K015,27018,188,0,58.07,1.65,USD
2026-08-12,C001,K002,714,36,2,3530.15,7488.35,INR
2026-08-10,C009,K022,8393,92,2,4844.16,6380.71,INR
2026-07-23,C008,K020,22808,134,0,3887.56,0.0,INR
2026-07-18,C014,K032,6283,78,2,4118.99,7592.31,INR
2026-07-02,C007,K017,5399,31,1,117.82,46.36,USD
2026-06-16,C003,K008,7163,102,2,4133.51,11952.9,INR
2026-08-09,C001,K002,1149,44,3,3980.05,9431.59,INR
2026-08-28,C013,K030,53612,371,3,113.22,129.59,USD
2026-07-24,C012,K028,922,46,2,4436.99,8291.7,INR
2026-06-14,C007,K017,3846,19,0,77.52,0.0,USD
2026-07-23,C002,K006,2338,110,4,122.02,370.08,USD
2026-06-14,C009,K021,6741,97,2,4512.35,11863.41,INR
2026-08-15,C012,K027,1357,49,2,4732.19,8499.21,INR
2026-06-19,C001,K002,570,31,2,3308.43,12040.53,INR
2026-08-27,C001,K002,778,36,2,3708.96,7397.7,INR
2026-08-06,C004,K010,21300,295,7,139.17,261.54,USD
2026-08-15,C013,K030,46610,334,4,100.28,135.54,USD
2026-09-02,C012,K028,1092,50,3,4932.59,8693.23,INR
2026-07-24,C013,K030,59082,299,2,86.41,73.79,USD
2026-07-27,C011,K025,2446,14,0,64.05,0.0,USD
2026-08-29,C010,K024,544,21,1,21.55,9.54,USD
2026-08-18,C012,K027,768,38,2,4319.46,8080.98,INR
2026-06-12,C011,K025,1601,11,0,57.96,0.0,USD
2026-08-27,C011,K026,2065,15,0,58.55,0.0,USD
2026-06-23,C009,K021,5154,70,1,3269.19,6283.08,INR
2026-08-21,C008,K020,28364,168,0,4226.37,0.0,INR
2026-07-29,C005,K013,13072,164,3,6877.45,6182.69,INR
2026-08-10,C007,K018,3643,24,1,127.28,61.39,USD
2026-08-18,C006,K015,37835,220,0,72.81,0.0,USD
2026-08-07,C005,K012,16619,178,5,9005.67,9829.66,INR
2026-08-18,C005,K013,12782,153,3,7644.45,5328.77,INR
2026-08-22,C013,K029,54447,296,4,82.71,87.33,USD
2026-08-03,C004,K011,22501,238,7,136.32,234.67,USD
2026-06-26,C014,K032,5225,61,1,2934.32,6830.06,INR
2026-07-22,C004,K009,12408,141,3,70.07,152.44,USD
2026-09-02,C010,K024,268,15,1,19.58,13.13,USD
2026-08-16,C001,K001,680,38,1,4079.9,17373.2,INR
2026-07-28,C007,K017,5247,32,1,126.5,73.27,USD
2026-07-21,C009,K022,10452,144,4,5841.5,8411.24,INR
2026-08-15,C012,K028,759,42,2,4882.05,4765.5,INR
2026-06-27,C014,K031,4986,70,2,3364.63,4391.81,INR
2026-06-15,C001,K002,840,39,2,4383.59,11458.49,INR
2026-08-10,C001,K001,791,44,2,4089.97,17662.08,INR
2026-08-09,C011,K026,1162,8,0,30.15,0.0,USD
2026-07-14,C004,K010,18930,211,4,128.55,186.51,USD
2026-08-03,C008,K019,20898,121,0,3597.52,0.0,INR
2026-07-10,C009,K022,8352,93,2,4962.53,6347.29,INR
2026-06-22,C012,K028,713,31,2,3340.31,3598.77,INR
2026-07-31,C002,K006,3062,112,6,157.78,414.67,USD
2026-08-03,C001,K003,870,41,2,4742.19,10891.98,INR
2026-08-07,C006,K015,36963,268,0,70.52,0.0,USD
2026-06-24,C002,K005,2003,110,5,134.15,608.97,USD
2026-07-23,C007,K017,4837,35,1,144.8,80.6,USD
2026-08-05,C001,K001,1392,51,2,4605.24,16839.39,INR
2026-08-30,C004,K011,14588,215,6,112.44,226.79,USD
2026-07-23,C005,K013,12474,125,2,6724.92,5634.38,INR
2026-08-29,C010,K023,376,16,1,17.73,12.45,USD
2026-07-12,C001,K001,1109,44,3,4716.16,11466.87,INR
2026-08-17,C001,K001,1330,54,3,4761.99,18647.12,INR
2026-07-22,C003,K008,8278,108,2,4825.1,13382.03,INR
2026-08-11,C009,K021,9867,99,2,4090.94,9764.64,INR
2026-08-12,C011,K026,2246,13,0,55.06,0.16,USD
2026-08-06,C006,K015,41158,261,0,71.48,0.0,USD
2026-07-08,C007,K017,5916,39,2,159.14,91.74,USD
2026-07-22,C009,K021,8316,97,2,4539.64,7704.91,INR
2026-07-16,C002,K006,2315,114,4,131.81,538.88,USD
2026-08-01,C001,K002,1252,49,2,5028.85,17178.12,INR
2026-06-23,C013,K030,62879,309,3,92.37,69.2,USD
2026-07-10,C013,K029,47532,258,2,86.2,111.84,USD
2026-07-27,C001,K001,1084,47,2,4521.74,15070.88,INR
2026-06-14,C003,K007,8189,120,2,6058.14,19365.66,INR
2026-08-31,C001,K001,1101,42,2,4379.06,11310.73,INR
